 Autoroute , Societe , Departement , Sens , PR , Absc , Echangeur , Type , Nom gare , Date 1ere m.s. , Site 
A7        ,ASF       ,Vaucluse,*,162,780,,Gare sur bretelle d'échangeur                                                                       ,ORANGE NORD,27-07-1983,Gare isolée
A7        ,ASF       ,Vaucluse,*,167,364,,Sur échangeur (diffuseur)                                                                           ,ORANGE CENTRE                           ,10-08-1966,Gare isolée
A7        ,ASF       ,Vaucluse,*,172,440,ORANGE SUD,Sur échangeur (diffuseur)                                                                           ,ORANGE SUD,27-07-1983,Gare isolée
A7        ,ASF       ,Vaucluse,*,188,480,AVIGNON NORD,Sur échangeur (diffuseur)                                                                           ,AVIGNON NORD,10-08-1966,Gare isolée
A7        ,ASF       ,Vaucluse,*,198,114,AVIGNON SUD,Sur échangeur (diffuseur)                                                                           ,AVIGNON SUD,10-08-1966,Gare isolée
A7        ,ASF       ,Bouches du Rhône,*,211,860,CAVAILLON,Sur échangeur (diffuseur)                                                                           ,CAVAILLON,27-02-1969,Gare isolée
A7        ,ASF       ,Bouches du Rhône,*,221,119,SENAS,Sur échangeur (diffuseur)                                                                           ,SENAS,27-02-1969,Gare isolée
A7        ,ASF       ,Bouches du Rhône,*,230,340,,Gare sur bretelle d'échangeur                                                                       ,SALON NORD (SORTIE),19-03-1970,Gare isolée
A7        ,ASF       ,Bouches du Rhône,*,230,939,,Gare sur bretelle d'échangeur                                                                       ,SALON NORD (ENTREE),19-03-1970,Gare isolée
A7        ,ASF       ,Bouches du Rhône,+,240,240,,Barrière pleine voie sur l'autoroute                                                                ,LANCON DE PROVENCE (SORTIES),30-06-1970,Gare isolée
A7        ,ASF       ,Bouches du Rhône,-,240,600,,Barrière pleine voie sur l'autoroute                                                                ,LANCON DE PROVENCE (ENTREES),30-06-1970,Gare isolée
A701      ,COFIROUTE ,Loiret,*,94,347,,Barrière pleine voie sur l'autoroute                                                                ,ORLEANS NORD,12-10-1973,Gare isolée
A71       ,COFIROUTE ,Loiret,*,99,447,ORLEANS CENTRE,Sur échangeur (diffuseur)                                                                           ,ORLEANS CENTRE,24-10-1986,Gare isolée
A71       ,COFIROUTE ,Loiret,*,105,848,OLIVET,Sur échangeur (diffuseur)                                                                           ,OLIVET,24-10-1986,Gare isolée
A71       ,COFIROUTE ,Loire et Cher,*,138,50,LAMOTTE BEUVRON,Sur échangeur (diffuseur)                                                                           ,LA MOTTE-BEUVRON,24-10-1986,Gare isolée
A71       ,COFIROUTE ,Loire et Cher,*,156,790,SALBRIS,Sur échangeur (diffuseur)                                                                           ,SALBRIS,24-10-1986,Gare isolée
A71       ,COFIROUTE ,Cher,*,177,735,BIF A71-A20 (VIERZON NORD),Sur échangeur (diffuseur)                                                                           ,VIERZON NORD,29-06-1989,Gare isolée
A71       ,COFIROUTE ,Cher,*,183,458,VIERZON EST,Sur échangeur (diffuseur)                                                                           ,VIERZON EST,29-06-1989,Gare isolée
A71       ,COFIROUTE ,Cher,*,209,300,BOURGES,Sur échangeur (diffuseur)                                                                           ,BOURGES,29-06-1989,Gare isolée
A71       ,APRR      ,Cher,*,251,229,SAINT AMANT MONTROND,Sur échangeur (diffuseur)                                                                           ,ST AMAND MONTROND,11-12-1989,Gare isolée
A71       ,APRR      ,Allier,*,280,430,FORET DE TRONCAIS,Sur échangeur (diffuseur)                                                                           ,FORET DE TRONCAIS,12-11-1989,Gare isolée
A71       ,APRR      ,Allier,*,294,950,BIF A71 - A714  DEBUT CONCESSION A714,Sur échangeur (diffuseur)                                                                           ,MONTLUCON,10-12-1988,Gare isolée
A71       ,APRR      ,Allier,*,318,0,MONTMARAULT,Sur échangeur (diffuseur)                                                                           ,MONTMARAULT,29-10-1987,Gare isolée
A71       ,APRR      ,Puy de Déme,*,362,40,COMBRONDE,Sur échangeur (diffuseur)                                                                           ,COMBRONDE,21-03-2003,Gare isolée
A71       ,APRR      ,Puy de Déme,*,374,900,RIOM,Sur échangeur (diffuseur)                                                                           ,RIOM,29-10-1987,Gare isolée
A71       ,APRR      ,Puy de Déme,-,380,700,,Gare sur bretelle d'échangeur                                                                       ,GERZAT (ECHANGEUR ENTREE FERME),29-10-1987,Gare secondaire d'un site de plusieurs gares
A71       ,APRR      ,Puy de Déme,-,380,700,,Gare sur bretelle d'échangeur                                                                       ,GERZAT (ECHANGEUR SORTIE OUVERT),29-12-1987,Gare secondaire d'un site de plusieurs gares
A71       ,APRR      ,Puy de Déme,*,380,700,,Barrière pleine voie sur l'autoroute                                                                ,GERZAT-CLERMONT-BARRIERE,29-10-1987,Gare principale d'un site de plusieurs gares
A71       ,APRR      ,Puy de Déme,+,380,700,,Gare sur bretelle d'échangeur                                                                       ,GERZAT (ECHANGEUR ENTREE OUVERT),29-10-1987,Gare secondaire d'un site de plusieurs gares
A71       ,APRR      ,Puy de Déme,+,380,700,,Gare sur bretelle d'échangeur                                                                       ,GERZAT (ECHANGEUR SORTIE FERME),29-10-1987,Gare secondaire d'un site de plusieurs gares
A719      ,APRR      ,Allier,*,1,300,,Barrière pleine voie sur l'autoroute                                                                ,GANNAT,03-06-1997,Gare isolée
A72       ,ASF       ,Loire,*,95,506,FEURS,Sur échangeur (diffuseur)                                                                           ,FEURS,13-06-1984,Gare isolée
A72       ,ASF       ,Loire,*,107,642,MONTBRISON,Sur échangeur (diffuseur)                                                                           ,MONTBRISON,28-03-1985,Gare isolée
A72       ,ASF       ,Loire,*,117,500,,Barrière pleine voie sur l'autoroute                                                                ,VEAUCHETTE,28-03-1985,Gare isolée
A75       ,CEVM      ,Aveyron,*,220,0,,Barrière pleine voie sur l'autoroute                                                                ,VIADUC DE MILLAU,16-12-2004,Gare isolée
A75       ,ASF       ,Hérault,+,332,700,,Barrière pleine voie sur l'autoroute                                                                ,BEZIERS CABRIALS (ENTRéE),23-06-2010,Gare isolée
A75       ,ASF       ,Hérault,-,333,0,,Barrière pleine voie sur l'autoroute                                                                ,BEZIERS CABRIALS (SORTIE),23-06-2010,Gare isolée
A77       ,APRR      ,Seine et Marne,-,6,0,DORDIVE,Sur échangeur (diffuseur)                                                                           ,VAL DE LOING(ENTRéE FERMé),17-11-1999,Gare secondaire d'un site de plusieurs gares
A77       ,APRR      ,Seine et Marne,-,6,0,,Gare sur bretelle d'échangeur                                                                       ,DORDIVES EST,17-11-1999,Gare secondaire d'un site de plusieurs gares
A77       ,APRR      ,Seine et Marne,*,6,0,,Barrière pleine voie sur l'autoroute                                                                ,DORDIVES-VAL DE LOING,28-10-1971,Gare principale d'un site de plusieurs gares
A77       ,APRR      ,Seine et Marne,+,6,0,DORDIVE,Sur échangeur (diffuseur)                                                                           ,VAL DE LOING(SORTIES FERMé),17-11-1999,Gare secondaire d'un site de plusieurs gares
A77       ,APRR      ,Seine et Marne,+,6,0,,Gare sur bretelle d'échangeur                                                                       ,DORDIVES OUEST,17-11-1999,Gare secondaire d'un site de plusieurs gares
A77       ,APRR      ,Loiret,*,28,114,MONTARGIS,Sur échangeur (diffuseur)                                                                           ,LE TOURNEAU-MONTARGIS,17-11-1999,Gare isolée
A77       ,APRR      ,Niévre,*,97,0,,Barrière pleine voie sur l'autoroute                                                                ,MYENNES,19-06-2000,Gare isolée
A7N       ,ASF       ,Rhéne,*,31,755,,Gare sur bretelle d'échangeur                                                                       ,CONDRIEU (ENTRéE),27-06-1974,Gare isolée
A7N       ,ASF       ,Rhéne,*,31,755,,Gare sur bretelle d'échangeur                                                                       ,CONDRIEU (SORTIE),27-06-1974,Gare isolée
A8        ,ASF       ,Bouches du Rhéne,*,1,600,,Gare sur bretelle d'échangeur                                                                       ,COUDOUX (A),20-12-1972,Gare isolée
A8        ,ASF       ,Bouches du Rhéne,*,1,600,,Gare sur bretelle d'échangeur                                                                       ,COUDOUX (B),20-12-1972,Gare isolée
A8        ,ESCOTA    ,Bouches du Rhéne,*,26,819,,Gare sur bretelle d'échangeur                                                                       ,LE CANET,24-06-1974,Gare isolée
A8        ,ESCOTA    ,Bouches du Rhéne,+,28,700,,Barrière pleine voie sur l'autoroute                                                                ,LA BARQUE (ENTREE),24-06-1974,Gare isolée
A8        ,ESCOTA    ,Bouches du Rhéne,-,28,900,,Barrière pleine voie sur l'autoroute                                                                ,LA BARQUE (SORTIE),24-06-1974,Gare isolée
A8        ,ESCOTA    ,Var,*,46,750,POURRIERES,Gare sur bretelle d'échangeur                                                                       ,POURRIERES (ENTREE)                     ,01-10-1986,Gare isolée
A8        ,ESCOTA    ,Var,*,46,750,,Gare sur bretelle d'échangeur                                                                       ,POURRIERES (SORTIE),01-10-1986,Gare isolée
A8        ,ESCOTA    ,Var,*,57,680,SAINT MAXIMIN,Sur échangeur (diffuseur)                                                                           ,SAINT-MAXIMIN,24-06-1974,Gare isolée
A8        ,ESCOTA    ,Var,*,73,763,BRIGNOLES,Sur échangeur (diffuseur)                                                                           ,BRIGNOLES,21-06-1973,Gare isolée
A8        ,ESCOTA    ,Var,*,117,608,LE MUY,Sur échangeur (diffuseur)                                                                           ,LE MUY,29-06-1972,Gare isolée
A8        ,ESCOTA    ,Var,*,129,234,PUGET SUR ARGENS,Sur échangeur (diffuseur)                                                                           ,PUGET SUR ARGENS,29-06-1972,Gare isolée
A8        ,ESCOTA    ,Var,*,132,870,,Barrière pleine voie sur l'autoroute                                                                ,LE CAPITOU,01-03-1961,Gare principale d'un site de plusieurs gares
A8        ,ESCOTA    ,Var,*,132,870,,Gare sur bretelle d'échangeur                                                                       ,FRéJUS OUEST,29-06-1992,Gare secondaire d'un site de plusieurs gares
A8        ,ESCOTA    ,Var,*,133,960,,Gare sur bretelle d'échangeur                                                                       ,FREJUS,01-07-1961,Gare isolée
A8        ,ESCOTA    ,Var,*,145,539,,Gare sur bretelle d'échangeur                                                                       ,LES ADRETS NORD,27-06-1972,Gare isolée
A8        ,ESCOTA    ,Var,*,145,539,,Gare sur bretelle d'échangeur                                                                       ,LES ADRETS SUD,27-06-1972,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,171,350,,Gare sur bretelle d'échangeur                                                                       ,ANTIBES OUEST,27-10-1977,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,-,171,400,,Barrière pleine voie sur l'autoroute                                                                ,ANTIBES PV NORD,14-06-1995,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,172,20,,Barrière pleine voie sur l'autoroute                                                                ,ANTIBES   PV SUD,01-07-1961,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,172,500,,Gare sur bretelle d'échangeur                                                                       ,SOPHIA,26-09-1996,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,-,172,600,,Gare sur bretelle d'échangeur                                                                       ,ANTIBES EST  SORTIE,01-10-1996,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,172,600,,Gare sur bretelle d'échangeur                                                                       ,ANTIBES EST ENTRéE,27-06-1972,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,179,0,VILLENEUVE LOUBET W,Gare sur bretelle d'échangeur                                                                       ,VILLENEUVE LOUBET(SORTIE)               ,01-07-1961,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,179,700,VILLENEUVE LOUBET W,Gare sur bretelle d'échangeur                                                                       ,VILLENEUVE LOUBET (ENTREE)              ,15-05-1985,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,181,238,,Gare sur bretelle d'échangeur                                                                       ,CAGNES SUR MER,18-06-1976,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,-,189,463,,Barrière pleine voie sur l'autoroute                                                                ,SAINT ISIDORE BPV (SENS -),24-12-1976,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,-,189,463,,Gare sur bretelle d'échangeur                                                                       ,CAGNES SUR MER,18-06-1976,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,190,100,,Gare sur bretelle d'échangeur                                                                       ,ST ISIDORE EST ENTREé-SORTIE,24-12-1976,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,190,100,,Gare sur bretelle d'échangeur                                                                       ,ST ISIDORE OUEST ENTREE,01-05-1987,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,190,100,,Gare sur bretelle d'échangeur                                                                       ,ST ISIDORE OUEST SORTIE,14-06-1985,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,+,190,388,,Barrière pleine voie sur l'autoroute                                                                ,SAINT ISIDORE BPV (SENS +),24-12-1976,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,208,10,,Barrière pleine voie sur l'autoroute                                                                ,LA TURBIE                               ,10-02-1978,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,208,300,,Gare sur bretelle d'échangeur                                                                       ,LA TURBIE ENTREE (SENS +),10-02-1978,Gare isolée
A8        ,ESCOTA    ,Alpes Maritimes,*,208,300,,Gare sur bretelle d'échangeur                                                                       ,LA TURBIE SORTIE (SENS -),10-02-1978,Gare isolée
A81       ,COFIROUTE ,Sarthe,*,202,347,JOUE EN CHARNIE,Sur échangeur (diffuseur)                                                                           ,JOUE EN CHARNIE,14-03-1980,Gare isolée
A81       ,COFIROUTE ,Mayenne,*,224,17,VAIGES,Sur échangeur (diffuseur)                                                                           ,VAIGES,24-10-1980,Gare isolée
A81       ,COFIROUTE ,Mayenne,*,244,31,LAVAL EST,Sur échangeur (diffuseur)                                                                           ,LAVAL- EST,24-10-1980,Gare isolée
A81       ,COFIROUTE ,Mayenne,*,251,582,LAVAL OUEST,Sur échangeur (diffuseur)                                                                           ,LAVAL OUEST,24-10-1980,Gare isolée
A81       ,COFIROUTE ,Mayenne,*,267,217,,Barrière pleine voie sur l'autoroute                                                                ,LA GRAVELLE,24-10-1980,Gare isolée
A83       ,ASF       ,Loire Atlantique,*,2,355,,Barrière pleine voie sur l'autoroute                                                                ,LE BIGNON,21-12-1991,Gare isolée
A83       ,ASF       ,Vendée,*,22,631,MONTAIGU,Sur échangeur (diffuseur)                                                                           ,MONTAIGU,21-12-1991,Gare isolée
A83       ,ASF       ,Vendée,*,45,930,LES ESSARTS,Sur échangeur (diffuseur)                                                                           ,LES ESSARTS,28-10-1994,Gare isolée
A83       ,ASF       ,Vendée,*,65,20,CHANTONNAY,Sur échangeur (diffuseur)                                                                           ,CHANTONNAY (EX BOURNEZEAU),28-10-1994,Gare isolée
A83       ,ASF       ,Vendée,*,76,670,SAINTE HERMINE,Sur échangeur (diffuseur)                                                                           ,STE HERMINE,28-10-1994,Gare isolée
A83       ,ASF       ,Vendée,*,100,34,FONTENAY LE COMTE,Sur échangeur (diffuseur)                                                                           ,FONTENAY CENTRE,21-06-2001,Gare isolée
A83       ,ASF       ,Vendée,*,113,636,OULMES NIORT OUEST,Sur échangeur (diffuseur)                                                                           ,NIORT OUEST,21-06-2001,Gare isolée
A83       ,ASF       ,Sévres (Les deux Sévres),*,134,786,NIORT NORD,Sur échangeur (diffuseur)                                                                           ,NIORT NORD,21-06-2001,Gare isolée
A83       ,ASF       ,Sévres (Les deux Sévres),*,142,933,NIORT EST,Sur échangeur (diffuseur)                                                                           ,NIORT EST,21-06-2001,Gare isolée
A837      ,ASF       ,Charente Maritime,*,8,906,TONNAY CHARENTE RN 137,Sur échangeur (diffuseur)                                                                           ,TONNAY-CHARENTE,17-03-1997,Gare isolée
A837      ,ASF       ,Charente Maritime,*,12,560,,Barrière pleine voie sur l'autoroute                                                                ,CABARIOT,17-03-1997,Gare isolée
A85       ,COFIROUTE ,Maine et Loire,-,0,0,,Barrière pleine voie sur l'autoroute                                                                ,CORZE (A85 -),10-01-1997,Gare isolée
A85       ,COFIROUTE ,Maine et Loire,+,0,0,,Barrière pleine voie sur l'autoroute                                                                ,CORZE (A85 +),10-01-1997,Gare isolée
A85       ,COFIROUTE ,Maine et Loire,*,14,820,BEAUFORT EN VALLEE,Sur échangeur (diffuseur)                                                                           ,BEAUFORT EN VALLEE,10-01-1997,Gare isolée
A85       ,COFIROUTE ,Maine et Loire,*,24,570,LONGUE,Sur échangeur (diffuseur)                                                                           ,LONGUE,10-01-1997,Gare isolée
A85       ,COFIROUTE ,Maine et Loire,*,37,550,VIVY,Sur échangeur (diffuseur)                                                                           ,VIVY,10-01-1997,Gare isolée
A85       ,COFIROUTE ,Indre et Loire,*,55,160,BOURGUEIL,Sur échangeur (diffuseur)                                                                           ,BOURGUEIL,01-10-1997,Gare isolée
A85       ,COFIROUTE ,Indre et Loire,*,61,940,,Barrière pleine voie sur l'autoroute                                                                ,RESTIGNE,29-01-2007,Gare isolée
A85       ,COFIROUTE ,Indre et Loire,*,103,889,,Barrière pleine voie sur l'autoroute                                                                ,VEIGNE,21-12-2007,Gare isolée
A85       ,COFIROUTE ,Indre et Loire,*,108,956,ESVRES,Sur échangeur (diffuseur)                                                                           ,LOCHES-ST PIERRE DES CORPS,21-12-2007,Gare isolée
A85       ,COFIROUTE ,Indre et Loire,*,122,736,BLERE,Sur échangeur (diffuseur)                                                                           ,BLERE,21-12-2007,Gare isolée
A85       ,COFIROUTE ,Loire et Cher,*,152,296,SAINT ROMAIN SUR CHER,Sur échangeur (diffuseur)                                                                           ,SAINT AIGNAN,12-12-2003,Gare isolée
A85       ,COFIROUTE ,Loire et Cher,*,163,317,CHEMERY,Sur échangeur (diffuseur)                                                                           ,SELLES SUR CHER,12-12-2003,Gare isolée
A85       ,COFIROUTE ,Loire et Cher,*,184,650,VILLEFRANCHE SUR CHER,Sur échangeur (diffuseur)                                                                           ,ROMORANTIN,31-10-2001,Gare isolée
A87       ,ASF       ,Maine et Loire,*,9,495,THOUARCE,Sur échangeur (diffuseur)                                                                           ,THOUARCE,22-01-2002,Gare isolée
A87       ,ASF       ,Maine et Loire,*,10,247,,Barrière pleine voie sur l'autoroute                                                                ,BEAULIEU,22-01-2002,Gare isolée
A87       ,ASF       ,Maine et Loire,*,27,735,CHEMILLE,Sur échangeur (diffuseur)                                                                           ,CHEMILLE,22-01-2002,Gare isolée
A87       ,ASF       ,Maine et Loire,*,47,362,CHOLET NORD,Sur échangeur (diffuseur)                                                                           ,CHOLET NORD,22-01-2002,Gare isolée
A87       ,ASF       ,Maine et Loire,*,56,519,CHOLET SUD,Sur échangeur (diffuseur)                                                                           ,CHOLET SUD,22-01-2002,Gare isolée
A87       ,ASF       ,Vendée,*,68,540,LA VERRIE (BOCAGE),Sur échangeur (diffuseur)                                                                           ,LA VERRIE,20-06-2005,Gare isolée
A87       ,ASF       ,Vendée,*,76,270,LES HERBIERS,Sur échangeur (diffuseur)                                                                           ,LES HERBIERS,19-06-2003,Gare isolée
A87       ,ASF       ,Vendée,*,112,160,,Barrière pleine voie sur l'autoroute                                                                ,LA ROCHE SUR YON,14-01-2005,Gare isolée
A88       ,ALICORNE  ,Orne,-,0,545,SEES,Sur échangeur (diffuseur)                                                                           ,SEES OUEST,27-08-2010,Gare isolée
A88       ,ALICORNE  ,Orne,+,0,545,SEES,Sur échangeur (diffuseur)                                                                           ,SEES EST,27-08-2010,Gare isolée
A88       ,ALICORNE  ,Calvados,*,34,668,,Barrière pleine voie sur l'autoroute                                                                ,RONAI,27-08-2010,Gare principale d'un site de plusieurs gares
A88       ,ALICORNE  ,Orne,+,35,380,NECY,Sur échangeur (diffuseur)                                                                           ,NECY EST,27-08-2010,Gare secondaire d'un site de plusieurs gares
A88       ,ALICORNE  ,Orne,-,35,540,NECY,Sur échangeur (diffuseur)                                                                           ,NECY OUEST,27-08-2010,Gare secondaire d'un site de plusieurs gares
A89       ,ASF       ,Gironde,*,20,785,,Barrière pleine voie sur l'autoroute                                                                ,ARVEYRES,11-07-2001,Gare isolée
A89       ,ASF       ,Gironde,*,29,375,LIBOURNE NORD,Sur échangeur (diffuseur)                                                                           ,LIBOURNE NORD,11-07-2001,Gare isolée
A89       ,ASF       ,Gironde,*,43,460,COUTRAS,Sur échangeur (diffuseur)                                                                           ,COUTRAS,11-07-2001,Gare isolée
A89       ,ASF       ,Dordogne,*,64,275,MONTPON,Sur échangeur (diffuseur)                                                                           ,MONTPON,11-07-2001,Gare isolée
A89       ,ASF       ,Dordogne,*,83,155,MUSSIDAN SUD LES LECHES,Sur échangeur (diffuseur)                                                                           ,MUSSIDAN SUD,21-12-2004,Gare isolée
A89       ,ASF       ,Dordogne,*,90,264,,Barrière pleine voie sur l'autoroute                                                                ,MUSSIDAN,11-07-2001,Gare isolée
A89       ,ASF       ,Dordogne,*,90,619,MUSSIDAN EST,Sur échangeur (diffuseur)                                                                           ,MUSSIDAN EST,29-10-2004,Gare isolée
A89       ,ASF       ,Dordogne,*,157,94,,Barrière pleine voie sur l'autoroute                                                                ,THENON,09-01-2004,Gare isolée
A89       ,ASF       ,Corréze,*,203,205,,Barrière pleine voie sur l'autoroute                                                                ,SAINT GERMAIN LES VERGNES,21-02-2003,Gare isolée
A89       ,ASF       ,Corréze,*,215,945,TULLE NORD,Sur échangeur (diffuseur)                                                                           ,TULLE NORD,21-02-2003,Gare isolée
A89       ,ASF       ,Corréze,*,224,206,TULLE EST,Sur échangeur (diffuseur)                                                                           ,TULLE EST,22-02-2002,Gare isolée
A89       ,ASF       ,Corréze,*,242,504,EGLETONS,Sur échangeur (diffuseur)                                                                           ,EGLETONS,22-02-2002,Gare isolée
A89       ,ASF       ,Corréze,*,266,885,USSEL OUEST,Sur échangeur (diffuseur)                                                                           ,USSEL OUEST,05-03-2000,Gare isolée
A89       ,ASF       ,Corréze,*,283,355,USSEL EST,Sur échangeur (diffuseur)                                                                           ,USSEL EST,05-03-2000,Gare isolée
A89       ,ASF       ,Puy de Déme,*,306,644,ST JULIEN PUY L'AVEZE - SANCY,Sur échangeur (diffuseur)                                                                           ,ST JULIEN SANCY,05-03-2000,Gare isolée
A89       ,ASF       ,Puy de Déme,*,329,500,PONTGIBAUD,Sur échangeur (diffuseur)                                                                           ,VULCANIA BROMONT,11-01-2006,Gare isolée
A89       ,ASF       ,Puy de Déme,*,349,980,MANZAT,Sur échangeur (diffuseur)                                                                           ,MANZAT,11-01-2006,Gare isolée
A89       ,ASF       ,Puy de Déme,*,408,0,,Barrière pleine voie sur l'autoroute                                                                ,LES MARTRES D'ARTIERES,24-10-1978,Gare isolée
A89       ,ASF       ,Puy de Déme,*,419,81,LEZOUX,Sur échangeur (diffuseur)                                                                           ,LEZOUX,20-03-2002,Gare isolée
A89       ,ASF       ,Puy de Déme,*,428,857,THIERS OUEST,Sur échangeur (diffuseur)                                                                           ,THIERS OUEST,31-03-1977,Gare isolée
A89       ,ASF       ,Puy de Déme,*,440,66,THIERS EST,Sur échangeur (diffuseur)                                                                           ,THIERS EST,21-01-1980,Gare isolée
A89       ,ASF       ,Loire,*,455,545,LES SALLES NOIRETABLE,Sur échangeur (diffuseur)                                                                           ,NOIRETABLE,13-06-1984,Gare isolée
A89       ,ASF       ,Loire,*,477,545,SAINT GERMAIN LAVAL,Sur échangeur (diffuseur)                                                                           ,ST GERMAIN LAVAL,13-06-1984,Gare isolée
A89       ,ASF       ,Loire,*,489,935,BALBIGNY,Sur échangeur (diffuseur)                                                                           ,BALBIGNY,11-12-2012,Gare isolée
A89       ,ASF       ,Loire,*,521,250,,Barrière pleine voie sur l'autoroute                                                                ,SAINT-ROMAIN-DE-POPEY,,Gare isolée
A89       ,ASF       ,Loire,*,522,930,TARARE EST,Sur échangeur (diffuseur)                                                                           ,TARARE EST,,Gare isolée
A89       ,ASF       ,Loire,*,512,800,TARARE OUEST,Sur échangeur (diffuseur)                                                                           ,TARARE OUEST,,Gare isolée
A9        ,ASF       ,Gard,*,14,710,ROQUEMAURE,Sur échangeur (diffuseur)                                                                           ,ROQUEMAURE,02-04-1987,Gare isolée
A9        ,ASF       ,Gard,*,29,540,REMOULINS,Sur échangeur (diffuseur)                                                                           ,REMOULINS,30-06-1972,Gare isolée
A9        ,ASF       ,Gard,*,46,850,NIMES EST,Sur échangeur (diffuseur)                                                                           ,NIMES EST,30-06-1972,Gare isolée
A9        ,ASF       ,Gard,*,55,30,,Gare sur bretelle d'échangeur                                                                       ,NéMES OUEST,29-05-1974,Gare isolée
A9        ,ASF       ,Gard,*,72,680,,Barrière pleine voie sur l'autoroute                                                                ,MONTPELLIER,05-07-1968,Gare isolée
A9        ,ASF       ,Gard,*,72,850,GALLARGUES,Sur échangeur (diffuseur)                                                                           ,GALLARGUES FERMé,05-07-1968,Gare isolée
A9        ,ASF       ,Gard,*,72,850,GALLARGUES,Sur échangeur (diffuseur)                                                                           ,GALLARGUES OUVERT,05-07-1968,Gare isolée
A9        ,ASF       ,Hérault,*,78,420,LUNEL,Sur échangeur (diffuseur)                                                                           ,LUNEL,05-11-1993,Gare isolée
A9        ,ASF       ,Hérault,*,107,380,,Barrière pleine voie sur l'autoroute                                                                ,MONTPELLIER,,Gare isolée
A9        ,ASF       ,Hérault,*,122,900,SETE,Sur échangeur (diffuseur)                                                                           ,SETE                                    ,27-06-1975,Gare isolée
A9        ,ASF       ,Hérault,*,148,430,AGDE PEZENAS,Sur échangeur (diffuseur)                                                                           ,AGDE,27-06-1975,Gare isolée
A9        ,ASF       ,Hérault,*,166,624,BEZIERS OUEST,Sur échangeur (diffuseur)                                                                           ,BEZIERS OUEST,01-07-1971,Gare isolée
A9        ,ASF       ,Aude,*,188,421,NARBONNE EST,Sur échangeur (diffuseur)                                                                           ,NARBONNE EST,20-12-1971,Gare isolée
A9        ,ASF       ,Aude,*,192,20,NARBONNE SUD,Sur échangeur (diffuseur)                                                                           ,NARBONNE SUD,20-12-1971,Gare isolée
A9        ,ASF       ,Aude,*,208,150,SIGEAN,Sur échangeur (diffuseur)                                                                           ,SIGEAN,01-06-1978,Gare isolée
A9        ,ASF       ,Aude,*,219,230,LEUCATE,Sur échangeur (diffuseur)                                                                           ,LEUCATE,01-06-1978,Gare isolée
A9        ,ASF       ,Pyrénées Orientales,*,241,390,PERPIGNAN NORD,Sur échangeur (diffuseur)                                                                           ,PERPIGNAN NORD                          ,01-06-1978,Gare isolée
A9        ,ASF       ,Pyrénées Orientales,*,255,110,PERPIGNAN SUD,Sur échangeur (diffuseur)                                                                           ,PERPIGNAN SUD,30-06-1976,Gare isolée
A9        ,ASF       ,Pyrénées Orientales,*,271,580,,Barrière pleine voie sur l'autoroute                                                                ,LE PERTHUS-LE BOULOU,30-06-1976,Gare isolée
A9        ,ASF       ,Pyrénées Orientales,*,271,890,,Gare sur bretelle d'échangeur                                                                       ,BOULOU (FERMé),30-06-1976,Gare isolée
A9        ,ASF       ,Pyrénées Orientales,*,271,890,,Gare sur bretelle d'échangeur                                                                       ,LE BOULOU (OUVERT),30-06-1976,Gare isolée
RN159     ,APRR      ,Vosges,*,2,900,,Barriére pleine voie sur l'autoroute                                                                ,GARE DU TUNNEL MAURICE LEMAIRE,10-04-1981,Gare isolée
